'Elapsed time','ECG1'
'seconds','mV'
0.000,-0.010
0.004,0.000
0.008,-0.015
0.012,-0.005
0.016,0.000
0.020,0.000
0.024,-0.010
0.028,0.015
0.032,0.000
0.036,0.000
0.040,0.000
0.044,0.005
0.048,-0.010
0.052,0.005
0.056,-0.010
0.060,-0.005
0.064,-0.020
0.068,-0.010
0.072,-0.020
0.076,-0.020
0.080,-0.020
0.084,-0.040
0.088,-0.005
0.092,-0.025
0.096,-0.020
0.100,-0.025
0.104,-0.005
0.108,-0.020
0.112,-0.025
0.116,-0.025
0.120,-0.020
0.124,-0.040
0.128,-0.015
0.132,-0.020
0.136,-0.015
0.140,-0.030
0.144,-0.040
0.148,-0.070
0.152,-0.040
0.156,-0.040
0.160,-0.045
0.164,-0.040
0.168,-0.010
0.172,-0.040
0.176,-0.045
0.180,-0.050
0.184,-0.045
0.188,-0.055
0.192,-0.045
0.196,-0.040
0.200,-0.045
0.204,-0.030
0.208,-0.020
0.212,-0.030
0.216,-0.020
0.220,-0.045
0.224,-0.040
0.228,-0.045
0.232,-0.040
0.236,-0.040
0.240,-0.025
0.244,0.005
0.248,0.020
0.252,0.020
0.256,0.010
0.260,0.005
0.264,0.005
0.268,-0.025
0.272,-0.025
0.276,-0.030
0.280,-0.030
0.284,-0.050
0.288,-0.040
0.292,-0.050
0.296,-0.060
0.300,-0.070
0.304,-0.040
0.308,-0.045
0.312,-0.040
0.316,-0.050
0.320,-0.040
0.324,-0.050
0.328,-0.030
0.332,-0.045
0.336,-0.020
0.340,-0.040
0.344,-0.035
0.348,-0.040
0.352,-0.045
0.356,-0.055
0.360,-0.040
0.364,-0.040
0.368,-0.025
0.372,-0.030
0.376,-0.035
0.380,-0.045
0.384,-0.030
0.388,-0.035
0.392,-0.035
0.396,-0.030
0.400,-0.020
0.404,-0.015
0.408,0.015
0.412,0.090
0.416,0.165
0.420,0.235
0.424,0.320
0.428,0.370
0.432,0.350
0.436,0.295
0.440,0.175
0.444,-0.010
0.448,-0.185
0.452,-0.200
0.456,-0.110
0.460,-0.070
0.464,-0.085
0.468,-0.080
0.472,-0.050
0.476,-0.035
0.480,-0.060
0.484,-0.050
0.488,-0.050
0.492,-0.050
0.496,-0.050
0.500,-0.050
0.504,-0.065
0.508,-0.060
0.512,-0.040
0.516,-0.060
0.520,-0.045
0.524,-0.020
0.528,-0.050
0.532,-0.040
0.536,-0.020
0.540,-0.025
0.544,-0.040
0.548,-0.035
0.552,-0.035
0.556,-0.040
0.560,-0.020
0.564,-0.020
0.568,-0.030
0.572,-0.025
0.576,-0.015
0.580,-0.015
0.584,-0.030
0.588,0.000
0.592,-0.010
0.596,-0.040
0.600,-0.015
0.604,0.000
0.608,-0.020
0.612,-0.015
0.616,-0.010
0.620,0.000
0.624,-0.030
0.628,-0.020
0.632,0.000
0.636,0.005
0.640,-0.005
0.644,0.000
0.648,0.000
0.652,-0.005
0.656,-0.005
0.660,-0.015
0.664,-0.005
0.668,-0.020
0.672,-0.020
0.676,-0.030
0.680,-0.010
0.684,-0.020
0.688,-0.005
0.692,-0.035
0.696,-0.010
0.700,-0.005
0.704,-0.030
0.708,-0.025
0.712,-0.005
0.716,-0.015
0.720,-0.020
0.724,-0.005
0.728,-0.015
0.732,-0.010
0.736,-0.015
0.740,-0.005
0.744,0.015
0.748,-0.005
0.752,0.015
0.756,0.025
0.760,0.000
0.764,0.000
0.768,-0.010
0.772,0.010
0.776,-0.005
0.780,0.000
0.784,0.005
0.788,0.000
0.792,0.000
0.796,0.015
0.800,-0.010
0.804,-0.015
0.808,0.005
0.812,-0.005
0.816,0.005
0.820,-0.010
0.824,0.000
0.828,-0.015
0.832,0.000
0.836,-0.010
0.840,-0.005
0.844,-0.020
0.848,-0.010
0.852,0.005
0.856,-0.010
0.860,-0.005
0.864,-0.005
0.868,0.000
0.872,0.000
0.876,-0.005
0.880,-0.005
0.884,0.005
0.888,0.000
0.892,0.005
0.896,0.000
0.900,0.005
0.904,-0.005
0.908,-0.005
0.912,-0.015
0.916,-0.005
0.920,-0.010
0.924,0.000
0.928,-0.010
0.932,0.005
0.936,-0.010
0.940,0.005
0.944,-0.010
0.948,0.005
0.952,-0.010
0.956,0.000
0.960,-0.010
0.964,-0.025
0.968,0.000
0.972,-0.015
0.976,0.000
0.980,0.005
0.984,-0.020
0.988,-0.025
0.992,-0.020
0.996,-0.025
1.000,-0.030
1.004,-0.025
1.008,-0.035
1.012,-0.025
1.016,-0.035
1.020,-0.015
1.024,-0.040
1.028,-0.020
1.032,-0.010
1.036,-0.025
1.040,-0.015
1.044,-0.015
1.048,-0.040
1.052,-0.025
1.056,-0.020
1.060,-0.020
1.064,-0.020
1.068,-0.030
1.072,-0.030
1.076,-0.045
1.080,-0.045
1.084,-0.035
1.088,-0.030
1.092,-0.045
1.096,-0.035
1.100,-0.035
1.104,-0.050
1.108,-0.045
1.112,-0.045
1.116,-0.045
1.120,-0.040
1.124,-0.050
1.128,-0.050
1.132,-0.030
1.136,-0.035
1.140,-0.055
1.144,-0.035
1.148,-0.040
1.152,-0.025
1.156,-0.035
1.160,-0.040
1.164,-0.025
1.168,-0.035
1.172,-0.030
1.176,-0.040
1.180,-0.040
1.184,-0.055
1.188,-0.035
1.192,-0.015
1.196,-0.060
1.200,-0.040
1.204,-0.035
1.208,-0.030
1.212,-0.035
1.216,-0.025
1.220,-0.025
1.224,-0.040
1.228,-0.040
1.232,-0.025
1.236,-0.020
1.240,-0.020
1.244,-0.020
1.248,-0.020
1.252,-0.010
1.256,-0.005
1.260,0.020
1.264,0.025
1.268,-0.010
1.272,-0.005
1.276,-0.010
1.280,-0.010
1.284,-0.025
1.288,-0.020
1.292,-0.020
1.296,-0.040
1.300,-0.065
1.304,-0.060
1.308,-0.050
1.312,-0.050
1.316,-0.035
1.320,-0.045
1.324,-0.030
1.328,-0.050
1.332,-0.030
1.336,-0.015
1.340,-0.040
1.344,-0.040
1.348,-0.025
1.352,-0.025
1.356,-0.050
1.360,-0.030
1.364,-0.035
1.368,-0.050
1.372,-0.065
1.376,-0.040
1.380,-0.055
1.384,-0.045
1.388,-0.035
1.392,-0.040
1.396,-0.030
1.400,-0.020
1.404,0.005
1.408,0.045
1.412,0.120
1.416,0.195
1.420,0.265
1.424,0.315
1.428,0.305
1.432,0.275
1.436,0.200
1.440,0.070
1.444,-0.085
1.448,-0.175
1.452,-0.135
1.456,-0.085
1.460,-0.085
1.464,-0.090
1.468,-0.080
1.472,-0.070
1.476,-0.060
1.480,-0.070
1.484,-0.065
1.488,-0.065
1.492,-0.050
1.496,-0.075
1.500,-0.070
1.504,-0.060
1.508,-0.070
1.512,-0.085
1.516,-0.065
1.520,-0.065
1.524,-0.060
1.528,-0.070
1.532,-0.075
1.536,-0.060
1.540,-0.050
1.544,-0.060
1.548,-0.055
1.552,-0.040
1.556,-0.060
1.560,-0.065
1.564,-0.050
1.568,-0.060
1.572,-0.060
1.576,-0.055
1.580,-0.040
1.584,-0.045
1.588,-0.040
1.592,-0.040
1.596,-0.060
1.600,-0.045
1.604,-0.050
1.608,-0.050
1.612,-0.045
1.616,-0.045
1.620,-0.030
1.624,-0.035
1.628,-0.030
1.632,-0.030
1.636,-0.040
1.640,-0.025
1.644,-0.035
1.648,-0.015
1.652,-0.015
1.656,-0.025
1.660,-0.020
1.664,-0.025
1.668,-0.025
1.672,-0.020
1.676,-0.030
1.680,-0.030
1.684,-0.020
1.688,-0.010
1.692,-0.015
1.696,-0.005
1.700,-0.015
1.704,-0.025
1.708,-0.030
1.712,-0.025
1.716,-0.015
1.720,-0.025
1.724,-0.020
1.728,-0.010
1.732,-0.010
1.736,0.000
1.740,-0.010
1.744,0.005
1.748,0.000
1.752,0.000
1.756,0.015
1.760,0.025
1.764,0.025
1.768,0.020
1.772,0.005
1.776,0.000
1.780,0.000
1.784,0.005
1.788,0.000
1.792,0.000
1.796,0.020
1.800,0.025
1.804,0.010
1.808,0.000
1.812,0.000
1.816,-0.010
1.820,-0.010
1.824,0.000
1.828,0.000
1.832,-0.005
1.836,0.000
1.840,0.000
1.844,-0.010
1.848,0.005
1.852,-0.010
1.856,0.000
1.860,0.035
1.864,0.020
1.868,0.005
1.872,0.000
1.876,0.000
1.880,-0.010
1.884,0.020
1.888,0.005
1.892,0.000
1.896,-0.005
1.900,0.005
1.904,0.005
1.908,0.005
1.912,0.000
1.916,0.005
1.920,-0.025
1.924,-0.015
1.928,-0.005
1.932,0.005
1.936,-0.005
1.940,-0.010
1.944,0.000
1.948,-0.010
1.952,-0.020
1.956,-0.025
1.960,0.000
1.964,-0.005
1.968,0.000
1.972,-0.005
1.976,-0.020
1.980,-0.015
1.984,-0.030
1.988,-0.015
1.992,-0.020
1.996,-0.020
2.000,0.000
2.004,-0.015
2.008,-0.020
2.012,-0.015
2.016,-0.015
2.020,-0.025
2.024,-0.005
2.028,-0.025
2.032,-0.020
2.036,-0.015
2.040,-0.020
2.044,-0.020
2.048,-0.025
2.052,-0.030
2.056,-0.035
2.060,-0.050
2.064,-0.030
2.068,-0.030
2.072,-0.025
2.076,-0.040
2.080,-0.040
2.084,-0.040
2.088,-0.015
2.092,-0.005
2.096,0.005
2.100,-0.005
2.104,0.000
2.108,0.000
2.112,0.005
2.116,-0.015
2.120,-0.040
2.124,-0.045
2.128,-0.060
2.132,-0.060
2.136,-0.080
2.140,-0.065
2.144,-0.060
2.148,-0.065
2.152,-0.060
2.156,-0.040
2.160,-0.040
2.164,-0.060
2.168,-0.060
2.172,-0.065
2.176,-0.060
2.180,-0.065
2.184,-0.070
2.188,-0.070
2.192,-0.070
2.196,-0.065
2.200,-0.070
2.204,-0.070
2.208,-0.060
2.212,-0.040
2.216,-0.045
2.220,-0.035
2.224,-0.055
2.228,-0.045
2.232,-0.045
2.236,-0.050
2.240,-0.035
2.244,-0.035
2.248,-0.030
2.252,0.010
2.256,0.070
2.260,0.130
2.264,0.200
2.268,0.295
2.272,0.315
2.276,0.260
2.280,0.165
2.284,0.020
2.288,-0.155
2.292,-0.275
2.296,-0.295
2.300,-0.205
2.304,-0.115
2.308,-0.095
2.312,-0.100
2.316,-0.080
2.320,-0.060
2.324,-0.065
2.328,-0.080
2.332,-0.070
2.336,-0.085
2.340,-0.080
2.344,-0.080
2.348,-0.080
2.352,-0.085
2.356,-0.060
2.360,-0.080
2.364,-0.065
2.368,-0.085
2.372,-0.055
2.376,-0.065
2.380,-0.065
2.384,-0.080
2.388,-0.085
2.392,-0.075
2.396,-0.070
2.400,-0.070
2.404,-0.040
2.408,-0.060
2.412,-0.070
2.416,-0.060
2.420,-0.070
2.424,-0.075
2.428,-0.040
2.432,-0.060
2.436,-0.070
2.440,-0.070
2.444,-0.045
2.448,-0.055
2.452,-0.060
2.456,-0.055
2.460,-0.060
2.464,-0.050
2.468,-0.055
2.472,-0.060
2.476,-0.040
2.480,-0.040
2.484,-0.040
2.488,-0.060
2.492,-0.045
2.496,-0.060
2.500,-0.050
2.504,-0.050
2.508,-0.030
2.512,-0.045
2.516,-0.060
2.520,-0.065
2.524,-0.055
2.528,-0.050
2.532,-0.060
2.536,-0.065
2.540,-0.050
2.544,-0.055
2.548,-0.070
2.552,-0.055
2.556,-0.045
2.560,-0.045
2.564,-0.065
2.568,-0.045
2.572,-0.050
2.576,-0.030
2.580,-0.015
2.584,-0.020
2.588,-0.010
2.592,0.005
2.596,0.000
2.600,-0.005
2.604,-0.010
2.608,-0.005
2.612,-0.025
2.616,-0.015
2.620,-0.020
2.624,-0.025
2.628,-0.005
2.632,0.000
2.636,0.000
2.640,-0.020
2.644,-0.010
2.648,-0.010
2.652,-0.030
2.656,-0.025
2.660,-0.020
2.664,-0.025
2.668,0.000
2.672,-0.005
2.676,-0.020
2.680,-0.015
2.684,0.015
2.688,-0.015
2.692,-0.005
2.696,0.000
2.700,0.015
2.704,0.000
2.708,0.000
2.712,-0.025
2.716,0.000
2.720,0.000
2.724,0.005
2.728,0.000
2.732,0.010
2.736,0.000
2.740,0.000
2.744,0.000
2.748,0.000
2.752,-0.005
2.756,-0.005
2.760,0.000
2.764,-0.015
2.768,-0.015
2.772,-0.005
2.776,-0.020
2.780,-0.025
2.784,0.000
2.788,-0.020
2.792,-0.010
2.796,-0.035
2.800,-0.025
2.804,-0.020
2.808,-0.040
2.812,-0.015
2.816,-0.030
2.820,-0.030
2.824,-0.020
2.828,-0.040
2.832,-0.035
2.836,-0.035
2.840,-0.025
2.844,-0.040
2.848,-0.020
2.852,-0.020
2.856,-0.015
2.860,-0.030
2.864,-0.045
2.868,-0.025
2.872,-0.035
2.876,-0.015
2.880,-0.020
2.884,-0.025
2.888,-0.025
2.892,-0.040
2.896,-0.040
2.900,-0.025
2.904,-0.025
2.908,-0.025
2.912,-0.040
2.916,-0.020
2.920,-0.045
2.924,-0.015
2.928,-0.035
2.932,-0.015
2.936,-0.035
2.940,-0.020
2.944,-0.035
2.948,-0.015
2.952,-0.035
2.956,-0.045
2.960,-0.030
2.964,-0.035
2.968,-0.040
2.972,-0.040
2.976,-0.040
2.980,-0.045
2.984,-0.040
2.988,-0.040
2.992,-0.045
2.996,-0.055
3.000,-0.030
3.004,-0.045
3.008,-0.020
3.012,-0.025
3.016,-0.030
3.020,-0.025
3.024,-0.020
3.028,-0.035
3.032,-0.030
3.036,-0.030
3.040,-0.045
3.044,-0.040
3.048,-0.040
3.052,-0.040
3.056,-0.030
3.060,-0.045
3.064,-0.030
3.068,-0.030
3.072,-0.040
3.076,-0.025
3.080,-0.045
3.084,-0.050
3.088,-0.020
3.092,-0.010
3.096,0.005
3.100,0.005
3.104,0.020
3.108,-0.020
3.112,-0.015
3.116,-0.020
3.120,-0.015
3.124,-0.035
3.128,-0.050
3.132,-0.055
3.136,-0.065
3.140,-0.065
3.144,-0.075
3.148,-0.085
3.152,-0.085
3.156,-0.080
